stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
9606,,"Rokantiškių sodai",,54.70590,25.37578,https://www.stops.lt/vilnius/index.html#stop/2393,,
9604,,"Uosių sodai",,54.70754,25.38691,https://www.stops.lt/vilnius/index.html#stop/2391,,
9605,,"Uosių sodai",,54.70770,25.38548,https://www.stops.lt/vilnius/index.html#stop/2392,,
9607,,"Rokantiškių sodai",,54.70606,25.37675,https://www.stops.lt/vilnius/index.html#stop/2394,,
6133,,"Sodžiaus st.",,54.61364,25.38872,https://www.stops.lt/vilnius/index.html#stop/4310,,
6134,,"Sodžiaus st.",,54.61390,25.38901,https://www.stops.lt/vilnius/index.html#stop/4309,,
6130,,"Stankutiškės",,54.62039,25.38993,https://www.stops.lt/vilnius/index.html#stop/4307,,
6131,,"Stankutiškės",,54.62085,25.39024,https://www.stops.lt/vilnius/index.html#stop/4308,,
6126,,"Daržininkai",,54.63720,25.36844,https://www.stops.lt/vilnius/index.html#stop/4304,,
6127,,"Daržininkai",,54.63803,25.36670,https://www.stops.lt/vilnius/index.html#stop/4327,,
6120,,"Minsko plentas",,54.64434,25.33872,https://www.stops.lt/vilnius/index.html#stop/4301,,
6124,,"Nemėžis",,54.63997,25.35694,https://www.stops.lt/vilnius/index.html#stop/4303,,
6125,,"Nemėžis",,54.64047,25.35628,https://www.stops.lt/vilnius/index.html#stop/1420,,
6128,,"Posūkis",,54.62644,25.39308,https://www.stops.lt/vilnius/index.html#stop/4306,,
6129,,"Posūkis",,54.62727,25.39227,https://www.stops.lt/vilnius/index.html#stop/4329,,
6122,,"Sodai",,54.64243,25.34666,https://www.stops.lt/vilnius/index.html#stop/4302,,
10532,,"Ramunių st.",,54.63259,25.33531,https://www.stops.lt/vilnius/index.html#stop/4359,,
9680,,"Baltarusių st.",,54.63364,25.34363,https://www.stops.lt/vilnius/index.html#stop/4351,,
9681,,"Sodybų st.",,54.63182,25.32668,https://www.stops.lt/vilnius/index.html#stop/4353,,
9790,,"Šveicarų st.",,54.63509,25.32657,https://www.stops.lt/vilnius/index.html#stop/4358,,
9677,,"Nemėžis",,54.63900,25.35580,https://www.stops.lt/vilnius/index.html#stop/4350,,
9678,,"Vladislavo Sirokomlės st.",,54.63453,25.35393,https://www.stops.lt/vilnius/index.html#stop/4352,,
6978,,"Durpių st.",,54.59582,25.20494,https://www.stops.lt/vilnius/index.html#stop/5139,,
6979,,"Durpių st.",,54.59657,25.20456,https://www.stops.lt/vilnius/index.html#stop/5138,,
4565,,"Pagiriai",,54.57716,25.19829,https://www.stops.lt/vilnius/index.html#stop/5114,,
4612,,"Pirmieji Pagiriai",,54.58635,25.21041,https://www.stops.lt/vilnius/index.html#stop/5133,,
4613,,"Pirmieji Pagiriai",,54.58711,25.21116,https://www.stops.lt/vilnius/index.html#stop/5134,,
4563,,"Žemieji Pagiriai",,54.58150,25.20442,https://www.stops.lt/vilnius/index.html#stop/5112,,
4564,,"Žemieji Pagiriai",,54.58272,25.20609,https://www.stops.lt/vilnius/index.html#stop/5113,,
9468,,"Vokės parkas",,54.59416,25.21924,https://www.stops.lt/vilnius/index.html#stop/2721,,
9567,,"Vokės parkas",,54.59525,25.21919,https://www.stops.lt/vilnius/index.html#stop/2725,,
9479,,"Juliaus Janonio st.",,54.64765,25.11084,https://www.stops.lt/vilnius/index.html#stop/3902,,
9683,,"Juliaus Janonio st.",,54.64778,25.10911,https://www.stops.lt/vilnius/index.html#stop/3903,,
9967,,"Vilijos st.",,54.63484,25.17254,https://www.stops.lt/vilnius/index.html#stop/2951,,
7022,,"Gabijos st.",,54.73135,25.22435,https://www.stops.lt/vilnius/index.html#stop/3307,,
7023,,"Gabijos st.",,54.73140,25.22632,https://www.stops.lt/vilnius/index.html#stop/3308,,
687,,"Medeinos st.",,54.72871,25.21815,https://www.stops.lt/vilnius/index.html#stop/3303,,
6925,,"Medeinos st.",,54.72967,25.21902,https://www.stops.lt/vilnius/index.html#stop/3304,,
6931,,"Skalvių st.",,54.73471,25.22005,https://www.stops.lt/vilnius/index.html#stop/3306,,
7603,,"Skalvių st.",,54.73455,25.21963,https://www.stops.lt/vilnius/index.html#stop/3305,,
949,,"Sūduvių st.",,54.72563,25.21922,https://www.stops.lt/vilnius/index.html#stop/3301,,
5141,,"Sūduvių st.",,54.72646,25.21906,https://www.stops.lt/vilnius/index.html#stop/3302,,
364,,"Juliaus Juzeliūno st.",,54.73041,25.23684,https://www.stops.lt/vilnius/index.html#stop/3320,,
6766,,"Juliaus Juzeliūno st.",,54.72918,25.23568,https://www.stops.lt/vilnius/index.html#stop/3319,,
6484,,"Pašilaičių žiedas",,54.72773,25.23387,https://www.stops.lt/vilnius/index.html#stop/3324,,
6481,,"Vilniaus rajono poliklinika",,54.72332,25.23400,https://www.stops.lt/vilnius/index.html#stop/3313,,
6482,,"Vilniaus rajono poliklinika",,54.72281,25.23343,https://www.stops.lt/vilnius/index.html#stop/3314,,
6523,,"Žemynos st.",,54.72576,25.23344,https://www.stops.lt/vilnius/index.html#stop/3316,,
6653,,"Žemynos st.",,54.72665,25.23398,https://www.stops.lt/vilnius/index.html#stop/3315,,
7898,,"Juliaus Juzeliūno st.",,54.73054,25.23504,https://www.stops.lt/vilnius/index.html#stop/3328,,
7027,,"Pašilaičiai",,54.73141,25.23164,https://www.stops.lt/vilnius/index.html#stop/3312,,
7028,,"Pašilaičiai",,54.73195,25.23050,https://www.stops.lt/vilnius/index.html#stop/3311,,
795,,"Deivių st.",,54.73562,25.22905,https://www.stops.lt/vilnius/index.html#stop/3310,,
7896,,"Jurgio Baltrušaičio st.",,54.72934,25.23892,https://www.stops.lt/vilnius/index.html#stop/3326,,
7897,,"Jurgio Baltrušaičio st.",,54.72903,25.23961,https://www.stops.lt/vilnius/index.html#stop/3327,,
8268,,"Jurgio Baltrušaičio st.",,54.72944,25.23738,https://www.stops.lt/vilnius/index.html#stop/3329,,
8275,,"Pašilaičių žiedas",,54.72842,25.23430,https://www.stops.lt/vilnius/index.html#stop/3335,,
9766,,"Pavilnionių st.",,54.73575,25.21449,https://www.stops.lt/vilnius/index.html#stop/3336,,
9768,,"Pavilnionių st.",,54.73569,25.21497,https://www.stops.lt/vilnius/index.html#stop/3337,,
17333,,"Pavilnionių st.",,54.73576,25.21127,https://www.stops.lt/vilnius/index.html#stop/3338,,
9153,,"Perkūno st.",,54.73936,25.22720,https://www.stops.lt/vilnius/index.html#stop/3332,,
449,,"Filaretų st.",,54.68532,25.30853,https://www.stops.lt/vilnius/index.html#stop/1210,,
6571,,"Filaretų st.",,54.68473,25.30917,https://www.stops.lt/vilnius/index.html#stop/0437,,
603,,"Krivių st.",,54.68802,25.30531,https://www.stops.lt/vilnius/index.html#stop/1101,,
6568,,"Krivių st.",,54.68730,25.30562,https://www.stops.lt/vilnius/index.html#stop/0438,,
6572,,"Polocko st.",,54.68331,25.31286,https://www.stops.lt/vilnius/index.html#stop/1209,,
6565,,"Vasaros st.",,54.69130,25.30471,https://www.stops.lt/vilnius/index.html#stop/0439,,
6566,,"Vasaros st.",,54.69122,25.30503,https://www.stops.lt/vilnius/index.html#stop/1102,,
684,,"Markučiai",,54.67430,25.32268,https://www.stops.lt/vilnius/index.html#stop/1218,,
387,,"Belmontas",,54.68403,25.32038,https://www.stops.lt/vilnius/index.html#stop/1217,,
5425,,"Belmontas",,54.68379,25.31940,https://www.stops.lt/vilnius/index.html#stop/1211,,
5421,,"Mildos st.",,54.69162,25.34337,https://www.stops.lt/vilnius/index.html#stop/1216,,
5372,,"Rudens st.",,54.68640,25.32505,https://www.stops.lt/vilnius/index.html#stop/1213,,
5424,,"Rudens st.",,54.68599,25.32358,https://www.stops.lt/vilnius/index.html#stop/1212,,
5373,,"Šaudykla",,54.68902,25.33243,https://www.stops.lt/vilnius/index.html#stop/1215,,
5423,,"Šaudykla",,54.68899,25.33066,https://www.stops.lt/vilnius/index.html#stop/1214,,
931,,"Srovės st.",,54.68188,25.31555,https://www.stops.lt/vilnius/index.html#stop/1208,,
5857,,"Vilnelės st.",,54.67465,25.31948,https://www.stops.lt/vilnius/index.html#stop/1204,,
5858,,"Vilnelės st.",,54.67490,25.31879,https://www.stops.lt/vilnius/index.html#stop/1205,,
356,,"Drujos st.",,54.67878,25.31164,https://www.stops.lt/vilnius/index.html#stop/1207,,
5925,,"Drujos st.",,54.67839,25.31053,https://www.stops.lt/vilnius/index.html#stop/0424,,
1123,,"Zarasų st.",,54.67669,25.31012,https://www.stops.lt/vilnius/index.html#stop/1203,,
8336,,"Markučiai",,54.67437,25.32209,https://www.stops.lt/vilnius/index.html#stop/1206,,
6705,,"Alėja",,54.67718,25.38428,https://www.stops.lt/vilnius/index.html#stop/1414,,
6706,,"Alėja",,54.67721,25.38291,https://www.stops.lt/vilnius/index.html#stop/1413,,
6703,,"Gamtininkų st.",,54.67501,25.36844,https://www.stops.lt/vilnius/index.html#stop/1412,,
6704,,"Gamtininkų st.",,54.67492,25.36752,https://www.stops.lt/vilnius/index.html#stop/1411,,
6695,,"Grūdų st.",,54.66794,25.35941,https://www.stops.lt/vilnius/index.html#stop/1407,,
6696,,"Grūdų st.",,54.66867,25.35996,https://www.stops.lt/vilnius/index.html#stop/1408,,
6699,,"Pavilnys",,54.67120,25.36119,https://www.stops.lt/vilnius/index.html#stop/1409,,
6700,,"Pavilnys",,54.67171,25.36178,https://www.stops.lt/vilnius/index.html#stop/1410,,
6707,,"Strelčiukai",,54.67783,25.39869,https://www.stops.lt/vilnius/index.html#stop/1416,,
6708,,"Strelčiukai",,54.67790,25.39691,https://www.stops.lt/vilnius/index.html#stop/1415,,
6693,,"Garsioji st.",,54.66689,25.35356,https://www.stops.lt/vilnius/index.html#stop/1405,,
6694,,"Garsioji st.",,54.66692,25.35541,https://www.stops.lt/vilnius/index.html#stop/1406,,
7716,,"Šumsko kryptis",,54.65889,25.36440,https://www.stops.lt/vilnius/index.html#stop/1427,,
7818,,"Ašmenėlės st.",,54.66035,25.35536,https://www.stops.lt/vilnius/index.html#stop/1428,,
7819,,"Ašmenėlės st.",,54.66028,25.35559,https://www.stops.lt/vilnius/index.html#stop/1429,,
6688,,"Guriai",,54.66285,25.34007,https://www.stops.lt/vilnius/index.html#stop/1401,,
7710,,"Guriai",,54.66245,25.34243,https://www.stops.lt/vilnius/index.html#stop/1422,,
7714,,"Gurių sodai",,54.65986,25.35971,https://www.stops.lt/vilnius/index.html#stop/1425,,
7715,,"Gurių sodai",,54.65997,25.35911,https://www.stops.lt/vilnius/index.html#stop/1426,,
7711,,"Pranciškaus Baltraus Šivickio st.",,54.66124,25.34986,https://www.stops.lt/vilnius/index.html#stop/1423,,
7712,,"Pranciškaus Baltraus Šivickio st.",,54.66132,25.34958,https://www.stops.lt/vilnius/index.html#stop/1424,,
617,,"Kinologijos centras",,54.64925,25.32053,https://www.stops.lt/vilnius/index.html#stop/1417,,
6121,,"Minsko plentas",,54.64501,25.33736,https://www.stops.lt/vilnius/index.html#stop/1418,,
6123,,"Sodai",,54.64299,25.34566,https://www.stops.lt/vilnius/index.html#stop/1419,,
