stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone,vehicle_type,platform_code
16931,"Vaivorykštės st.",54.684300,25.206950,,,16931,"http://www.visimarsrutai.lt/#/stop/result?stopId=16931",,,,,,
16932,"Skalvių st.",54.734550,25.219630,,,16932,"http://www.visimarsrutai.lt/#/stop/result?stopId=16932",,,,,,
16933,"Dailės akademija",54.682120,25.292970,,,16933,"http://www.visimarsrutai.lt/#/stop/result?stopId=16933",,,,,,
16934,"Senosios Gineitiškės",54.735650,25.193730,,,16934,"http://www.visimarsrutai.lt/#/stop/result?stopId=16934",,,,,,
16935,"Misionierių st.",54.676620,25.296520,,,16935,"http://www.visimarsrutai.lt/#/stop/result?stopId=16935",,,,,,
16936,"Ateities st.",54.737500,25.265840,,,16936,"http://www.visimarsrutai.lt/#/stop/result?stopId=16936",,,,,,
16937,Naujininkai,54.662750,25.274180,,,16937,"http://www.visimarsrutai.lt/#/stop/result?stopId=16937",,,,,,
16938,"Gedvydžių st.",54.734130,25.234200,,,16938,"http://www.visimarsrutai.lt/#/stop/result?stopId=16938",,,,,,
16939,"Maumedžių st.",54.741080,25.264370,,,16939,"http://www.visimarsrutai.lt/#/stop/result?stopId=16939",,,,,,
16941,"Maumedžių st.",54.740650,25.264360,,,16941,"http://www.visimarsrutai.lt/#/stop/result?stopId=16941",,,,,,
16942,Santariškės,54.752860,25.280310,,,16942,"http://www.visimarsrutai.lt/#/stop/result?stopId=16942",,,,,,
16944,"Dariaus ir Girėno st.",54.647550,25.273180,,,16944,"http://www.visimarsrutai.lt/#/stop/result?stopId=16944",,,,,,
16947,"Juliaus Juzeliūno st.",54.729180,25.235680,,,16947,"http://www.visimarsrutai.lt/#/stop/result?stopId=16947",,,,,,
16948,"Žemynos st.",54.725760,25.233440,,,16948,"http://www.visimarsrutai.lt/#/stop/result?stopId=16948",,,,,,
16949,Santariškės,54.752000,25.279790,,,16949,"http://www.visimarsrutai.lt/#/stop/result?stopId=16949",,,,,,
16950,Raudonbalė,54.749390,25.180960,,,16950,"http://www.visimarsrutai.lt/#/stop/result?stopId=16950",,,,,,
16951,"Šviesos st.",54.669450,25.096720,,,16951,"http://www.visimarsrutai.lt/#/stop/result?stopId=16951",,,,,,
16953,"Žaliųjų Ežerų st.",54.750620,25.279820,,,16953,"http://www.visimarsrutai.lt/#/stop/result?stopId=16953",,,,,,
16954,"Šalnos st.",54.672810,25.207030,,,16954,"http://www.visimarsrutai.lt/#/stop/result?stopId=16954",,,,,,
16956,"Šalnos st.",54.673070,25.206070,,,16956,"http://www.visimarsrutai.lt/#/stop/result?stopId=16956",,,,,,
16957,"Igno Šeiniaus st.",54.721790,25.243530,,,16957,"http://www.visimarsrutai.lt/#/stop/result?stopId=16957",,,,,,
16958,"Architektų st.",54.673430,25.214510,,,16958,"http://www.visimarsrutai.lt/#/stop/result?stopId=16958",,,,,,
16959,"Architektų st.",54.673130,25.213390,,,16959,"http://www.visimarsrutai.lt/#/stop/result?stopId=16959",,,,,,
16961,"Trimitų st.",54.702950,25.288930,,,16961,"http://www.visimarsrutai.lt/#/stop/result?stopId=16961",,,,,,
16963,"Ukmergės st.",54.711940,25.249420,,,16963,"http://www.visimarsrutai.lt/#/stop/result?stopId=16963",,,,,,
16964,"Mikalojaus Katkaus st.",54.700090,25.292900,,,16964,"http://www.visimarsrutai.lt/#/stop/result?stopId=16964",,,,,,
16965,Kuprioniškės,54.641040,25.331630,,,16965,"http://www.visimarsrutai.lt/#/stop/result?stopId=16965",,,,,,
16966,"Riešutų st.",54.676530,25.216110,,,16966,"http://www.visimarsrutai.lt/#/stop/result?stopId=16966",,,,,,
16967,"Mokyklos st.",54.746290,25.263750,,,16967,"http://www.visimarsrutai.lt/#/stop/result?stopId=16967",,,,,,
16968,"Mokyklos st.",54.745350,25.263380,,,16968,"http://www.visimarsrutai.lt/#/stop/result?stopId=16968",,,,,,
16969,Dvarčionys,54.729720,25.370520,,,16969,"http://www.visimarsrutai.lt/#/stop/result?stopId=16969",,,,,,
16970,"Akademijos st.",54.752620,25.270660,,,16970,"http://www.visimarsrutai.lt/#/stop/result?stopId=16970",,,,,,
16971,"Musninkų st.",54.716900,25.244840,,,16971,"http://www.visimarsrutai.lt/#/stop/result?stopId=16971",,,,,,
16972,"Musninkų st.",54.716620,25.244520,,,16972,"http://www.visimarsrutai.lt/#/stop/result?stopId=16972",,,,,,
16973,"Vaikų ligoninė",54.756130,25.280850,,,16973,"http://www.visimarsrutai.lt/#/stop/result?stopId=16973",,,,,,
16974,"Dūkštų st.",54.715000,25.246380,,,16974,"http://www.visimarsrutai.lt/#/stop/result?stopId=16974",,,,,,
16977,"Linkmenų st.",54.704530,25.272360,,,16977,"http://www.visimarsrutai.lt/#/stop/result?stopId=16977",,,,,,
16979,Vandenvala,54.665340,25.173800,,,16979,"http://www.visimarsrutai.lt/#/stop/result?stopId=16979",,,,,,
16982,"Lvovo st.",54.694570,25.283870,,,16982,"http://www.visimarsrutai.lt/#/stop/result?stopId=16982",,,,,,
16983,"Riešutų st.",54.676000,25.215560,,,16983,"http://www.visimarsrutai.lt/#/stop/result?stopId=16983",,,,,,
16984,"Erfurto st.",54.673630,25.201140,,,16984,"http://www.visimarsrutai.lt/#/stop/result?stopId=16984",,,,,,
16985,Šeškinė,54.709630,25.251570,,,16985,"http://www.visimarsrutai.lt/#/stop/result?stopId=16985",,,,,,
16986,"Žalgirio st.",54.704360,25.284340,,,16986,"http://www.visimarsrutai.lt/#/stop/result?stopId=16986",,,,,,
16987,Tuskulėnai,54.697020,25.297060,,,16987,"http://www.visimarsrutai.lt/#/stop/result?stopId=16987",,,,,,
16989,"Riaubonių st.",54.755260,25.232940,,,16989,"http://www.visimarsrutai.lt/#/stop/result?stopId=16989",,,,,,
16990,"Jogailos st.",54.685260,25.278210,,,16990,"http://www.visimarsrutai.lt/#/stop/result?stopId=16990",,,,,,
16991,Tuskulėnai,54.697700,25.296700,,,16991,"http://www.visimarsrutai.lt/#/stop/result?stopId=16991",,,,,,
16993,Vandenvala,54.665390,25.173110,,,16993,"http://www.visimarsrutai.lt/#/stop/result?stopId=16993",,,,,,
16994,"Lazdynų seniūnija",54.674730,25.202580,,,16994,"http://www.visimarsrutai.lt/#/stop/result?stopId=16994",,,,,,
16995,"Polocko kryptis",54.692370,25.460020,,,16995,"http://www.visimarsrutai.lt/#/stop/result?stopId=16995",,,,,,
16996,"Lizdeikos st.",54.727280,25.315520,,,16996,"http://www.visimarsrutai.lt/#/stop/result?stopId=16996",,,,,,
16998,"Vasaros st.",54.691220,25.305030,,,16998,"http://www.visimarsrutai.lt/#/stop/result?stopId=16998",,,,,,
16999,Viktariškės,54.693460,25.480620,,,16999,"http://www.visimarsrutai.lt/#/stop/result?stopId=16999",,,,,,
17000,"Igno Šeiniaus st.",54.721460,25.244260,,,17000,"http://www.visimarsrutai.lt/#/stop/result?stopId=17000",,,,,,
17001,"Jurgio Baltrušaičio st.",54.729340,25.238920,,,17001,"http://www.visimarsrutai.lt/#/stop/result?stopId=17001",,,,,,
17002,"Vasaros st.",54.691300,25.304710,,,17002,"http://www.visimarsrutai.lt/#/stop/result?stopId=17002",,,,,,
17003,"Polocko kryptis",54.692590,25.459390,,,17003,"http://www.visimarsrutai.lt/#/stop/result?stopId=17003",,,,,,
17004,"Mikalojaus Konstantino Čiurlionio st.",54.681600,25.264710,,,17004,"http://www.visimarsrutai.lt/#/stop/result?stopId=17004",,,,,,
17005,Markučiai,54.674300,25.322680,,,17005,"http://www.visimarsrutai.lt/#/stop/result?stopId=17005",,,,,,
17006,"Medeinos st.",54.728710,25.218150,,,17006,"http://www.visimarsrutai.lt/#/stop/result?stopId=17006",,,,,,
17007,Fabijoniškės,54.731450,25.237390,,,17007,"http://www.visimarsrutai.lt/#/stop/result?stopId=17007",,,,,,
17008,"Žalgirio st.",54.703080,25.283530,,,17008,"http://www.visimarsrutai.lt/#/stop/result?stopId=17008",,,,,,
17009,"Filaretų st.",54.685320,25.308530,,,17009,"http://www.visimarsrutai.lt/#/stop/result?stopId=17009",,,,,,
17010,"Verkių rūmai",54.752240,25.295990,,,17010,"http://www.visimarsrutai.lt/#/stop/result?stopId=17010",,,,,,
17011,Lazdynai,54.677610,25.212590,,,17011,"http://www.visimarsrutai.lt/#/stop/result?stopId=17011",,,,,,
17012,"Tauragnų st.",54.712340,25.286720,,,17012,"http://www.visimarsrutai.lt/#/stop/result?stopId=17012",,,,,,
17013,"Žėručio st.",54.676420,25.206960,,,17013,"http://www.visimarsrutai.lt/#/stop/result?stopId=17013",,,,,,
17014,Lazdynai,54.677780,25.212330,,,17014,"http://www.visimarsrutai.lt/#/stop/result?stopId=17014",,,,,,
17015,"Filaretų st.",54.684730,25.309170,,,17015,"http://www.visimarsrutai.lt/#/stop/result?stopId=17015",,,,,,
17017,"Antakalnio žiedas",54.722320,25.318870,,,17017,"http://www.visimarsrutai.lt/#/stop/result?stopId=17017",,,,,,
17018,"Kalnų parkas",54.689650,25.295810,,,17018,"http://www.visimarsrutai.lt/#/stop/result?stopId=17018",,,,,,
17019,"Paukščių takas",54.679800,25.207340,,,17019,"http://www.visimarsrutai.lt/#/stop/result?stopId=17019",,,,,,
17020,"Polocko st.",54.683310,25.312860,,,17020,"http://www.visimarsrutai.lt/#/stop/result?stopId=17020",,,,,,
17022,LITEXPO,54.675770,25.221860,,,17022,"http://www.visimarsrutai.lt/#/stop/result?stopId=17022",,,,,,
17023,"Žaliasis tiltas",54.692340,25.280030,,,17023,"http://www.visimarsrutai.lt/#/stop/result?stopId=17023",,,,,,
17025,"Polocko st.",54.682700,25.312660,,,17025,"http://www.visimarsrutai.lt/#/stop/result?stopId=17025",,,,,,
17026,"Žaliasis tiltas",54.692360,25.280480,,,17026,"http://www.visimarsrutai.lt/#/stop/result?stopId=17026",,,,,,
17027,"Kirtimų geležinkelio stotis",54.629530,25.272200,,,17027,"http://www.visimarsrutai.lt/#/stop/result?stopId=17027",,,,,,
17028,Galgiai,54.720310,25.411330,,,17028,"http://www.visimarsrutai.lt/#/stop/result?stopId=17028",,,,,,
17029,"Krivių st.",54.687300,25.305620,,,17029,"http://www.visimarsrutai.lt/#/stop/result?stopId=17029",,,,,,
17030,Lyta,54.698520,25.494680,,,17030,"http://www.visimarsrutai.lt/#/stop/result?stopId=17030",,,,,,
17031,"Teodoro Narbuto st.",54.700180,25.229670,,,17031,"http://www.visimarsrutai.lt/#/stop/result?stopId=17031",,,,,,
17032,Naujininkai,54.662370,25.274090,,,17032,"http://www.visimarsrutai.lt/#/stop/result?stopId=17032",,,,,,
17033,"Juliaus Juzeliūno st.",54.730540,25.235040,,,17033,"http://www.visimarsrutai.lt/#/stop/result?stopId=17033",,,,,,
17034,Viktariškės,54.692990,25.477630,,,17034,"http://www.visimarsrutai.lt/#/stop/result?stopId=17034",,,,,,
17035,Salos,54.668330,25.100680,,,17035,"http://www.visimarsrutai.lt/#/stop/result?stopId=17035",,,,,,
17036,Mickūnai,54.702450,25.516500,,,17036,"http://www.visimarsrutai.lt/#/stop/result?stopId=17036",,,,,,
17037,"Europos aikštė",54.695440,25.276980,,,17037,"http://www.visimarsrutai.lt/#/stop/result?stopId=17037",,,,,,
17039,"Teodoro Narbuto st.",54.699950,25.230160,,,17039,"http://www.visimarsrutai.lt/#/stop/result?stopId=17039",,,,,,
17040,"Vinco Kudirkos aikštė",54.687530,25.279800,,,17040,"http://www.visimarsrutai.lt/#/stop/result?stopId=17040",,,,,,
17041,Lūžiai,54.711640,25.217720,,,17041,"http://www.visimarsrutai.lt/#/stop/result?stopId=17041",,,,,,
17042,Lūžiai,54.710800,25.216610,,,17042,"http://www.visimarsrutai.lt/#/stop/result?stopId=17042",,,,,,
17043,"Bruknių st.",54.743550,25.303450,,,17043,"http://www.visimarsrutai.lt/#/stop/result?stopId=17043",,,,,,
17045,"Valakampių tiltas",54.723560,25.307250,,,17045,"http://www.visimarsrutai.lt/#/stop/result?stopId=17045",,,,,,
17046,"Mileišiškių sodai",54.713120,25.348090,,,17046,"http://www.visimarsrutai.lt/#/stop/result?stopId=17046",,,,,,
17047,"Mileišiškių sodai",54.712970,25.347430,,,17047,"http://www.visimarsrutai.lt/#/stop/result?stopId=17047",,,,,,
17048,Vingis,54.677190,25.254380,,,17048,"http://www.visimarsrutai.lt/#/stop/result?stopId=17048",,,,,,
17049,"Šiaurės miestelis",54.711390,25.303920,,,17049,"http://www.visimarsrutai.lt/#/stop/result?stopId=17049",,,,,,
17051,"Žalgirio st.",54.703900,25.283020,,,17051,"http://www.visimarsrutai.lt/#/stop/result?stopId=17051",,,,,,
17052,"2-asis paplūdimys",54.742390,25.294600,,,17052,"http://www.visimarsrutai.lt/#/stop/result?stopId=17052",,,,,,
17053,"Kaukaro st.",54.705550,25.215790,,,17053,"http://www.visimarsrutai.lt/#/stop/result?stopId=17053",,,,,,
17054,"Kražių st.",54.691790,25.270910,,,17054,"http://www.visimarsrutai.lt/#/stop/result?stopId=17054",,,,,,
17055,"Kaukaro st.",54.706650,25.215770,,,17055,"http://www.visimarsrutai.lt/#/stop/result?stopId=17055",,,,,,
17056,"Linkmenų st.",54.704870,25.269790,,,17056,"http://www.visimarsrutai.lt/#/stop/result?stopId=17056",,,,,,
17057,"Lizdeikos st.",54.727200,25.316250,,,17057,"http://www.visimarsrutai.lt/#/stop/result?stopId=17057",,,,,,
17058,Justiniškės,54.716520,25.220850,,,17058,"http://www.visimarsrutai.lt/#/stop/result?stopId=17058",,,,,,
17059,"Oskaro Milašiaus st.",54.727830,25.314380,,,17059,"http://www.visimarsrutai.lt/#/stop/result?stopId=17059",,,,,,
17062,"Uosių sodai",54.707700,25.385480,,,17062,"http://www.visimarsrutai.lt/#/stop/result?stopId=17062",,,,,,
17063,"Operos ir baleto teatras",54.690810,25.277320,,,17063,"http://www.visimarsrutai.lt/#/stop/result?stopId=17063",,,,,,
17064,"Rokantiškių sodai",54.705900,25.375780,,,17064,"http://www.visimarsrutai.lt/#/stop/result?stopId=17064",,,,,,
17065,"Operos ir baleto teatras",54.691230,25.275740,,,17065,"http://www.visimarsrutai.lt/#/stop/result?stopId=17065",,,,,,
17066,"Eigulių st.",54.669350,25.235710,,,17066,"http://www.visimarsrutai.lt/#/stop/result?stopId=17066",,,,,,
17067,"Uosių sodai",54.707540,25.386910,,,17067,"http://www.visimarsrutai.lt/#/stop/result?stopId=17067",,,,,,
17068,"Anapilio st.",54.707710,25.358400,,,17068,"http://www.visimarsrutai.lt/#/stop/result?stopId=17068",,,,,,
17069,"Rokantiškių sodai",54.706060,25.376750,,,17069,"http://www.visimarsrutai.lt/#/stop/result?stopId=17069",,,,,,
17070,"Anapilio st.",54.707640,25.358530,,,17070,"http://www.visimarsrutai.lt/#/stop/result?stopId=17070",,,,,,
17071,"Lazdynų ligoninė",54.670500,25.208090,,,17071,"http://www.visimarsrutai.lt/#/stop/result?stopId=17071",,,,,,
17072,"Lazdynų ligoninė",54.670310,25.209030,,,17072,"http://www.visimarsrutai.lt/#/stop/result?stopId=17072",,,,,,
17073,"Šiltnamių st.",54.671060,25.214180,,,17073,"http://www.visimarsrutai.lt/#/stop/result?stopId=17073",,,,,,
17074,"Juozo Tumo-Vaižganto st.",54.688350,25.267990,,,17074,"http://www.visimarsrutai.lt/#/stop/result?stopId=17074",,,,,,
17075,"Šiltnamių st.",54.670910,25.214920,,,17075,"http://www.visimarsrutai.lt/#/stop/result?stopId=17075",,,,,,
17076,"Lizdeikos st.",54.728720,25.313660,,,17076,"http://www.visimarsrutai.lt/#/stop/result?stopId=17076",,,,,,
17077,"Autobusų parkas",54.720920,25.295890,,,17077,"http://www.visimarsrutai.lt/#/stop/result?stopId=17077",,,,,,
17078,"Naujosios Vilnios žiedas",54.685430,25.428890,,,17078,"http://www.visimarsrutai.lt/#/stop/result?stopId=17078",,,,,,
17079,"Spaudos rūmai",54.703610,25.223530,,,17079,"http://www.visimarsrutai.lt/#/stop/result?stopId=17079",,,,,,
17080,"Mikalojaus Konstantino Čiurlionio st.",54.680820,25.265480,,,17080,"http://www.visimarsrutai.lt/#/stop/result?stopId=17080",,,,,,
17081,"Mikalojaus Konstantino Čiurlionio st.",54.682030,25.265260,,,17081,"http://www.visimarsrutai.lt/#/stop/result?stopId=17081",,,,,,
17082,"Balstogės st.",54.672210,25.305010,,,17082,"http://www.visimarsrutai.lt/#/stop/result?stopId=17082",,,,,,
17084,"Troleibusų parkas",54.703630,25.219400,,,17084,"http://www.visimarsrutai.lt/#/stop/result?stopId=17084",,,,,,
17085,"Gedimino prospektas",54.689090,25.262610,,,17085,"http://www.visimarsrutai.lt/#/stop/result?stopId=17085",,,,,,
17086,"Kražių st.",54.691720,25.271160,,,17086,"http://www.visimarsrutai.lt/#/stop/result?stopId=17086",,,,,,
17087,"Žalioji st.",54.669590,25.076680,,,17087,"http://www.visimarsrutai.lt/#/stop/result?stopId=17087",,,,,,
17088,"Vaidilutės st.",54.736040,25.294550,,,17088,"http://www.visimarsrutai.lt/#/stop/result?stopId=17088",,,,,,
17089,"Vašingtono aikštė",54.691600,25.269870,,,17089,"http://www.visimarsrutai.lt/#/stop/result?stopId=17089",,,,,,
17090,"Grigiškių žiedas",54.673620,25.082310,,,17090,"http://www.visimarsrutai.lt/#/stop/result?stopId=17090",,,,,,
17091,"Kranto st.",54.673290,25.080220,,,17091,"http://www.visimarsrutai.lt/#/stop/result?stopId=17091",,,,,,
17092,"1-asis paplūdimys",54.733110,25.296050,,,17092,"http://www.visimarsrutai.lt/#/stop/result?stopId=17092",,,,,,
17093,"Rato st.",54.730820,25.308690,,,17093,"http://www.visimarsrutai.lt/#/stop/result?stopId=17093",,,,,,
17094,Lentvaris,54.645070,25.054670,,,17094,"http://www.visimarsrutai.lt/#/stop/result?stopId=17094",,,,,,
17095,Naujamiestis,54.670430,25.261210,,,17095,"http://www.visimarsrutai.lt/#/stop/result?stopId=17095",,,,,,
17096,"Taraso Ševčenkos st.",54.676940,25.267490,,,17096,"http://www.visimarsrutai.lt/#/stop/result?stopId=17096",,,,,,
17098,"Bitėnų st.",54.701780,25.171950,,,17098,"http://www.visimarsrutai.lt/#/stop/result?stopId=17098",,,,,,
17099,"Aukštieji Paneriai",54.631260,25.173760,,,17099,"http://www.visimarsrutai.lt/#/stop/result?stopId=17099",,,,,,
17100,"Karveliškių kapinės",54.709280,25.100790,,,17100,"http://www.visimarsrutai.lt/#/stop/result?stopId=17100",,,,,,
17102,"Gilužio st.",54.704510,25.174490,,,17102,"http://www.visimarsrutai.lt/#/stop/result?stopId=17102",,,,,,
17103,Naujamiestis,54.670490,25.262600,,,17103,"http://www.visimarsrutai.lt/#/stop/result?stopId=17103",,,,,,
17105,"Bitėnų st.",54.701690,25.172350,,,17105,"http://www.visimarsrutai.lt/#/stop/result?stopId=17105",,,,,,
17108,Gudeliai,54.675850,25.192780,,,17108,"http://www.visimarsrutai.lt/#/stop/result?stopId=17108",,,,,,
17112,Kriaučiūnai,54.712000,25.150550,,,17112,"http://www.visimarsrutai.lt/#/stop/result?stopId=17112",,,,,,
17114,Kriaučiūnai,54.712440,25.149190,,,17114,"http://www.visimarsrutai.lt/#/stop/result?stopId=17114",,,,,,
17115,"Gedvydžių st.",54.734630,25.234190,,,17115,"http://www.visimarsrutai.lt/#/stop/result?stopId=17115",,,,,,
17116,"Žalgirio st.",54.703780,25.282210,,,17116,"http://www.visimarsrutai.lt/#/stop/result?stopId=17116",,,,,,
17117,"Stasio Krasausko st.",54.644330,25.090790,,,17117,"http://www.visimarsrutai.lt/#/stop/result?stopId=17117",,,,,,
17118,"Stasio Krasausko st.",54.644460,25.091200,,,17118,"http://www.visimarsrutai.lt/#/stop/result?stopId=17118",,,,,,
17119,"Balstogės st.",54.671370,25.304570,,,17119,"http://www.visimarsrutai.lt/#/stop/result?stopId=17119",,,,,,
17120,"Mūrinė Vokė",54.648380,25.121570,,,17120,"http://www.visimarsrutai.lt/#/stop/result?stopId=17120",,,,,,
17121,"Žirnių st.",54.653920,25.303960,,,17121,"http://www.visimarsrutai.lt/#/stop/result?stopId=17121",,,,,,
17122,Stankutiškės,54.620850,25.390240,,,17122,"http://www.visimarsrutai.lt/#/stop/result?stopId=17122",,,,,,
17123,"Migracijos departamentas",54.668150,25.255700,,,17123,"http://www.visimarsrutai.lt/#/stop/result?stopId=17123",,,,,,
17125,"Vilkpėdės žiedas",54.665630,25.245650,,,17125,"http://www.visimarsrutai.lt/#/stop/result?stopId=17125",,,,,,
17127,"Sodžiaus st.",54.613640,25.388720,,,17127,"http://www.visimarsrutai.lt/#/stop/result?stopId=17127",,,,,,
17128,"Ulonų st.",54.709210,25.291000,,,17128,"http://www.visimarsrutai.lt/#/stop/result?stopId=17128",,,,,,
17129,Balsiai,54.785950,25.347790,,,17129,"http://www.visimarsrutai.lt/#/stop/result?stopId=17129",,,,,,
17130,"Sodžiaus st.",54.613900,25.389010,,,17130,"http://www.visimarsrutai.lt/#/stop/result?stopId=17130",,,,,,
17131,"Jonažolių st.",54.669850,25.208460,,,17131,"http://www.visimarsrutai.lt/#/stop/result?stopId=17131",,,,,,
17132,Skaidiškės,54.605690,25.382550,,,17132,"http://www.visimarsrutai.lt/#/stop/result?stopId=17132",,,,,,
17133,"Vilkpėdės žiedas",54.665750,25.245010,,,17133,"http://www.visimarsrutai.lt/#/stop/result?stopId=17133",,,,,,
17135,"Geologų st.",54.639860,25.266790,,,17135,"http://www.visimarsrutai.lt/#/stop/result?stopId=17135",,,,,,
17136,"Tiekimo st.",54.632060,25.273120,,,17136,"http://www.visimarsrutai.lt/#/stop/result?stopId=17136",,,,,,
17138,"Ulonų st.",54.708890,25.291210,,,17138,"http://www.visimarsrutai.lt/#/stop/result?stopId=17138",,,,,,
17140,Gudeliai,54.675580,25.193080,,,17140,"http://www.visimarsrutai.lt/#/stop/result?stopId=17140",,,,,,
17142,"Jono Galvydžio st.",54.711830,25.292330,,,17142,"http://www.visimarsrutai.lt/#/stop/result?stopId=17142",,,,,,
17143,Burbiškės,54.666710,25.253100,,,17143,"http://www.visimarsrutai.lt/#/stop/result?stopId=17143",,,,,,
17144,"Ukmergės st.",54.712010,25.248800,,,17144,"http://www.visimarsrutai.lt/#/stop/result?stopId=17144",,,,,,
17145,"Ežerėlių st.",54.737840,25.342520,,,17145,"http://www.visimarsrutai.lt/#/stop/result?stopId=17145",,,,,,
17146,"Kiškių st.",54.733830,25.336640,,,17146,"http://www.visimarsrutai.lt/#/stop/result?stopId=17146",,,,,,
17147,"Nugalėtojų st.",54.741720,25.348570,,,17147,"http://www.visimarsrutai.lt/#/stop/result?stopId=17147",,,,,,
17148,"Nugalėtojų st.",54.741760,25.349310,,,17148,"http://www.visimarsrutai.lt/#/stop/result?stopId=17148",,,,,,
17149,"Ratilių st.",54.664560,25.214030,,,17149,"http://www.visimarsrutai.lt/#/stop/result?stopId=17149",,,,,,
17150,"Turniškių miškas",54.748150,25.357760,,,17150,"http://www.visimarsrutai.lt/#/stop/result?stopId=17150",,,,,,
17151,"Pakalnučių st.",54.669110,25.212980,,,17151,"http://www.visimarsrutai.lt/#/stop/result?stopId=17151",,,,,,
17152,"Akademijos st.",54.752630,25.272390,,,17152,"http://www.visimarsrutai.lt/#/stop/result?stopId=17152",,,,,,
17155,"Ratilių st.",54.665250,25.214350,,,17155,"http://www.visimarsrutai.lt/#/stop/result?stopId=17155",,,,,,
17156,"Turniškių miškas",54.748380,25.358490,,,17156,"http://www.visimarsrutai.lt/#/stop/result?stopId=17156",,,,,,
17157,Šeškinė,54.709760,25.252130,,,17157,"http://www.visimarsrutai.lt/#/stop/result?stopId=17157",,,,,,
17158,"Balžio st.",54.793000,25.429670,,,17158,"http://www.visimarsrutai.lt/#/stop/result?stopId=17158",,,,,,
17159,"Ežerėlių st.",54.738550,25.344380,,,17159,"http://www.visimarsrutai.lt/#/stop/result?stopId=17159",,,,,,
17160,"Jonažolių st.",54.669970,25.207400,,,17160,"http://www.visimarsrutai.lt/#/stop/result?stopId=17160",,,,,,
17161,"Balžio žiedas",54.794190,25.436520,,,17161,"http://www.visimarsrutai.lt/#/stop/result?stopId=17161",,,,,,
17162,Justiniškės,54.717540,25.222090,,,17162,"http://www.visimarsrutai.lt/#/stop/result?stopId=17162",,,,,,
17163,"Žiedų st.",54.677370,25.354720,,,17163,"http://www.visimarsrutai.lt/#/stop/result?stopId=17163",,,,,,
17164,"Veržuvos st.",54.762240,25.374050,,,17164,"http://www.visimarsrutai.lt/#/stop/result?stopId=17164",,,,,,
17165,"Žemoji st.",54.676150,25.350910,,,17165,"http://www.visimarsrutai.lt/#/stop/result?stopId=17165",,,,,,
17167,"Pavilnio regioninis parkas",54.659950,25.337230,,,17167,"http://www.visimarsrutai.lt/#/stop/result?stopId=17167",,,,,,
17168,Pupinė,54.621530,25.295810,,,17168,"http://www.visimarsrutai.lt/#/stop/result?stopId=17168",,,,,,
17170,"Švietimo akademija",54.698300,25.261210,,,17170,"http://www.visimarsrutai.lt/#/stop/result?stopId=17170",,,,,,
17171,Justiniškės,54.716760,25.222030,,,17171,"http://www.visimarsrutai.lt/#/stop/result?stopId=17171",,,,,,
17172,"Žiedų st.",54.677620,25.355520,,,17172,"http://www.visimarsrutai.lt/#/stop/result?stopId=17172",,,,,,
17174,Panorama,54.698920,25.256070,,,17174,"http://www.visimarsrutai.lt/#/stop/result?stopId=17174",,,,,,
17175,Markučiai,54.674370,25.322090,,,17175,"http://www.visimarsrutai.lt/#/stop/result?stopId=17175",,,,,,
17176,"Rygos st.",54.716870,25.231530,,,17176,"http://www.visimarsrutai.lt/#/stop/result?stopId=17176",,,,,,
17177,Arkikatedra,54.686670,25.286750,,,17177,"http://www.visimarsrutai.lt/#/stop/result?stopId=17177",,,,,,
17178,"Dūkštų st.",54.714860,25.245280,,,17178,"http://www.visimarsrutai.lt/#/stop/result?stopId=17178",,,,,,
17179,Žvėrynas,54.699380,25.244990,,,17179,"http://www.visimarsrutai.lt/#/stop/result?stopId=17179",,,,,,
17182,"Žemoji st.",54.676190,25.350630,,,17182,"http://www.visimarsrutai.lt/#/stop/result?stopId=17182",,,,,,
17183,"Neužmirštuolių st.",54.658180,25.202480,,,17183,"http://www.visimarsrutai.lt/#/stop/result?stopId=17183",,,,,,
17184,"Taikos st.",54.720600,25.222630,,,17184,"http://www.visimarsrutai.lt/#/stop/result?stopId=17184",,,,,,
17185,"Neužmirštuolių st.",54.658450,25.203790,,,17185,"http://www.visimarsrutai.lt/#/stop/result?stopId=17185",,,,,,
17186,"Pavilnio regioninis parkas",54.660070,25.337480,,,17186,"http://www.visimarsrutai.lt/#/stop/result?stopId=17186",,,,,,
17187,Pupinė,54.621370,25.294690,,,17187,"http://www.visimarsrutai.lt/#/stop/result?stopId=17187",,,,,,
17188,Arkikatedra,54.686650,25.286440,,,17188,"http://www.visimarsrutai.lt/#/stop/result?stopId=17188",,,,,,
17191,Kalnėnai,54.654530,25.331250,,,17191,"http://www.visimarsrutai.lt/#/stop/result?stopId=17191",,,,,,
17192,"Bijūnų st.",54.667290,25.216060,,,17192,"http://www.visimarsrutai.lt/#/stop/result?stopId=17192",,,,,,
17193,"Verbų st.",54.694550,25.444640,,,17193,"http://www.visimarsrutai.lt/#/stop/result?stopId=17193",,,,,,
17194,"Vaikų kaimas",54.709490,25.240350,,,17194,"http://www.visimarsrutai.lt/#/stop/result?stopId=17194",,,,,,
17196,"Viršupio sodai",54.712670,25.353190,,,17196,"http://www.visimarsrutai.lt/#/stop/result?stopId=17196",,,,,,
17197,Tuputiškės,54.676490,25.343760,,,17197,"http://www.visimarsrutai.lt/#/stop/result?stopId=17197",,,,,,
